Date                	Time                	Reading             	Alarm               	
7/6/2017            	7:15:05 PM          	59.957 °C           	                    	
7/6/2017            	7:15:15 PM          	59.959 °C           	                    	
7/6/2017            	7:15:25 PM          	59.961 °C           	                    	
7/6/2017            	7:15:37 PM          	59.960 °C           	                    	
7/6/2017            	7:15:45 PM          	59.963 °C           	                    	
7/6/2017            	7:15:55 PM          	59.963 °C           	                    	
7/6/2017            	7:16:05 PM          	59.960 °C           	                    	
7/6/2017            	7:16:17 PM          	59.955 °C           	                    	
7/6/2017            	7:16:25 PM          	59.959 °C           	                    	
7/6/2017            	7:16:35 PM          	59.962 °C           	                    	
7/6/2017            	7:16:45 PM          	59.961 °C           	                    	
7/6/2017            	7:16:57 PM          	59.963 °C           	                    	
7/6/2017            	7:17:05 PM          	59.961 °C           	                    	
7/6/2017            	7:17:15 PM          	59.961 °C           	                    	
7/6/2017            	7:17:25 PM          	59.964 °C           	                    	
7/6/2017            	7:17:37 PM          	59.961 °C           	                    	
7/6/2017            	7:17:45 PM          	59.958 °C           	                    	
7/6/2017            	7:17:56 PM          	59.955 °C           	                    	
7/6/2017            	7:18:05 PM          	59.954 °C           	                    	
7/6/2017            	7:18:17 PM          	59.962 °C           	                    	
7/6/2017            	7:18:25 PM          	59.968 °C           	                    	
7/6/2017            	7:18:35 PM          	59.970 °C           	                    	
7/6/2017            	7:18:45 PM          	59.974 °C           	                    	
7/6/2017            	7:18:57 PM          	59.978 °C           	                    	
7/6/2017            	7:19:05 PM          	59.974 °C           	                    	
7/6/2017            	7:19:15 PM          	59.971 °C           	                    	
7/6/2017            	7:19:25 PM          	59.967 °C           	                    	
7/6/2017            	7:19:38 PM          	59.968 °C           	                    	
7/6/2017            	7:19:45 PM          	59.971 °C           	                    	
7/6/2017            	7:19:55 PM          	59.971 °C           	                    	
7/6/2017            	7:20:05 PM          	59.973 °C           	                    	
7/6/2017            	7:20:18 PM          	59.969 °C           	                    	
7/6/2017            	7:20:25 PM          	59.965 °C           	                    	
7/6/2017            	7:20:35 PM          	59.958 °C           	                    	
7/6/2017            	7:20:45 PM          	59.961 °C           	                    	
7/6/2017            	7:20:58 PM          	59.957 °C           	                    	
7/6/2017            	7:21:05 PM          	59.955 °C           	                    	
7/6/2017            	7:21:15 PM          	59.954 °C           	                    	
7/6/2017            	7:21:25 PM          	59.955 °C           	                    	
7/6/2017            	7:21:38 PM          	59.951 °C           	                    	
7/6/2017            	7:21:45 PM          	59.952 °C           	                    	
7/6/2017            	7:21:55 PM          	59.949 °C           	                    	
7/6/2017            	7:22:05 PM          	59.944 °C           	                    	
7/6/2017            	7:22:18 PM          	59.944 °C           	                    	
7/6/2017            	7:22:25 PM          	59.943 °C           	                    	
7/6/2017            	7:22:35 PM          	59.945 °C           	                    	
7/6/2017            	7:22:45 PM          	59.944 °C           	                    	
7/6/2017            	7:22:58 PM          	59.951 °C           	                    	
7/6/2017            	7:23:06 PM          	59.950 °C           	                    	
7/6/2017            	7:23:15 PM          	59.950 °C           	                    	
7/6/2017            	7:23:25 PM          	59.945 °C           	                    	
7/6/2017            	7:23:39 PM          	59.942 °C           	                    	
7/6/2017            	7:23:45 PM          	59.939 °C           	                    	
7/6/2017            	7:23:55 PM          	59.939 °C           	                    	
7/6/2017            	7:24:05 PM          	59.940 °C           	                    	
7/6/2017            	7:24:19 PM          	59.942 °C           	                    	
7/6/2017            	7:24:25 PM          	59.945 °C           	                    	
7/6/2017            	7:24:35 PM          	59.940 °C           	                    	
7/6/2017            	7:24:45 PM          	59.943 °C           	                    	
7/6/2017            	7:24:55 PM          	59.951 °C           	                    	
