Date                	Time                	Reading             	Alarm               	
7/7/2017            	12:09:25 AM         	25.045 °C           	                    	
7/7/2017            	12:09:35 AM         	25.058 °C           	                    	
7/7/2017            	12:09:45 AM         	25.068 °C           	                    	
7/7/2017            	12:09:58 AM         	25.080 °C           	                    	
7/7/2017            	12:10:05 AM         	25.091 °C           	                    	
7/7/2017            	12:10:15 AM         	25.099 °C           	                    	
7/7/2017            	12:10:26 AM         	25.109 °C           	                    	
7/7/2017            	12:10:38 AM         	25.131 °C           	                    	
7/7/2017            	12:10:45 AM         	25.171 °C           	                    	
7/7/2017            	12:10:55 AM         	25.246 °C           	                    	
7/7/2017            	12:11:05 AM         	25.343 °C           	                    	
7/7/2017            	12:11:18 AM         	25.503 °C           	                    	
7/7/2017            	12:11:25 AM         	25.615 °C           	                    	
7/7/2017            	12:11:35 AM         	25.746 °C           	                    	
7/7/2017            	12:11:45 AM         	25.864 °C           	                    	
7/7/2017            	12:11:58 AM         	26.003 °C           	                    	
7/7/2017            	12:12:05 AM         	26.095 °C           	                    	
7/7/2017            	12:12:15 AM         	26.199 °C           	                    	
7/7/2017            	12:12:25 AM         	26.266 °C           	                    	
7/7/2017            	12:12:38 AM         	26.354 °C           	                    	
7/7/2017            	12:12:45 AM         	26.397 °C           	                    	
7/7/2017            	12:12:55 AM         	26.452 °C           	                    	
7/7/2017            	12:13:05 AM         	26.500 °C           	                    	
7/7/2017            	12:13:18 AM         	26.550 °C           	                    	
7/7/2017            	12:13:25 AM         	26.571 °C           	                    	
7/7/2017            	12:13:35 AM         	26.600 °C           	                    	
7/7/2017            	12:13:45 AM         	26.610 °C           	                    	
7/7/2017            	12:13:58 AM         	26.616 °C           	                    	
7/7/2017            	12:14:05 AM         	26.616 °C           	                    	
7/7/2017            	12:14:15 AM         	26.611 °C           	                    	
7/7/2017            	12:14:25 AM         	26.603 °C           	                    	
7/7/2017            	12:14:38 AM         	26.593 °C           	                    	
7/7/2017            	12:14:45 AM         	26.583 °C           	                    	
7/7/2017            	12:14:55 AM         	26.575 °C           	                    	
7/7/2017            	12:15:05 AM         	26.569 °C           	                    	
7/7/2017            	12:15:18 AM         	26.555 °C           	                    	
7/7/2017            	12:15:25 AM         	26.545 °C           	                    	
7/7/2017            	12:15:36 AM         	26.533 °C           	                    	
7/7/2017            	12:15:45 AM         	26.521 °C           	                    	
7/7/2017            	12:15:58 AM         	26.508 °C           	                    	
7/7/2017            	12:16:05 AM         	26.501 °C           	                    	
7/7/2017            	12:16:15 AM         	26.492 °C           	                    	
7/7/2017            	12:16:25 AM         	26.483 °C           	                    	
7/7/2017            	12:16:38 AM         	26.470 °C           	                    	
7/7/2017            	12:16:45 AM         	26.464 °C           	                    	
7/7/2017            	12:16:55 AM         	26.456 °C           	                    	
7/7/2017            	12:17:05 AM         	26.447 °C           	                    	
7/7/2017            	12:17:15 AM         	26.438 °C           	                    	
7/7/2017            	12:17:25 AM         	26.433 °C           	                    	
7/7/2017            	12:17:35 AM         	26.425 °C           	                    	
7/7/2017            	12:17:46 AM         	26.420 °C           	                    	
7/7/2017            	12:17:55 AM         	26.418 °C           	                    	
7/7/2017            	12:18:05 AM         	26.414 °C           	                    	
7/7/2017            	12:18:15 AM         	26.410 °C           	                    	
7/7/2017            	12:18:26 AM         	26.406 °C           	                    	
7/7/2017            	12:18:35 AM         	26.400 °C           	                    	
7/7/2017            	12:18:45 AM         	26.400 °C           	                    	
7/7/2017            	12:18:55 AM         	26.387 °C           	                    	
7/7/2017            	12:19:06 AM         	26.349 °C           	                    	
7/7/2017            	12:19:15 AM         	26.271 °C           	                    	
7/7/2017            	12:19:25 AM         	26.168 °C           	                    	
7/7/2017            	12:19:35 AM         	26.038 °C           	                    	
7/7/2017            	12:19:46 AM         	25.864 °C           	                    	
7/7/2017            	12:19:55 AM         	25.719 °C           	                    	
7/7/2017            	12:20:05 AM         	25.564 °C           	                    	
7/7/2017            	12:20:15 AM         	25.441 °C           	                    	
7/7/2017            	12:20:26 AM         	25.325 °C           	                    	
7/7/2017            	12:20:35 AM         	25.244 °C           	                    	
7/7/2017            	12:20:46 AM         	25.155 °C           	                    	
7/7/2017            	12:20:55 AM         	25.080 °C           	                    	
7/7/2017            	12:21:06 AM         	25.007 °C           	                    	
7/7/2017            	12:21:15 AM         	24.957 °C           	                    	
7/7/2017            	12:21:25 AM         	24.907 °C           	                    	
7/7/2017            	12:21:35 AM         	24.869 °C           	                    	
7/7/2017            	12:21:46 AM         	24.830 °C           	                    	
7/7/2017            	12:21:55 AM         	24.800 °C           	                    	
7/7/2017            	12:22:05 AM         	24.774 °C           	                    	
7/7/2017            	12:22:15 AM         	24.749 °C           	                    	
7/7/2017            	12:22:27 AM         	24.730 °C           	                    	
7/7/2017            	12:22:35 AM         	24.721 °C           	                    	
7/7/2017            	12:22:45 AM         	24.717 °C           	                    	
7/7/2017            	12:22:55 AM         	24.721 °C           	                    	
7/7/2017            	12:23:07 AM         	24.730 °C           	                    	
7/7/2017            	12:23:15 AM         	24.732 °C           	                    	
7/7/2017            	12:23:25 AM         	24.739 °C           	                    	
7/7/2017            	12:23:35 AM         	24.745 °C           	                    	
7/7/2017            	12:23:47 AM         	24.761 °C           	                    	
7/7/2017            	12:23:55 AM         	24.774 °C           	                    	
7/7/2017            	12:24:05 AM         	24.793 °C           	                    	
7/7/2017            	12:24:15 AM         	24.811 °C           	                    	
7/7/2017            	12:24:27 AM         	24.828 °C           	                    	
7/7/2017            	12:24:35 AM         	24.839 °C           	                    	
7/7/2017            	12:24:45 AM         	24.855 °C           	                    	
7/7/2017            	12:24:55 AM         	24.873 °C           	                    	
7/7/2017            	12:25:07 AM         	24.892 °C           	                    	
7/7/2017            	12:25:15 AM         	24.906 °C           	                    	
7/7/2017            	12:25:25 AM         	24.924 °C           	                    	
7/7/2017            	12:25:35 AM         	24.945 °C           	                    	
7/7/2017            	12:25:48 AM         	24.966 °C           	                    	
7/7/2017            	12:25:56 AM         	24.984 °C           	                    	
7/7/2017            	12:26:05 AM         	25.012 °C           	                    	
7/7/2017            	12:26:15 AM         	25.034 °C           	                    	
7/7/2017            	12:26:28 AM         	25.057 °C           	                    	
7/7/2017            	12:26:35 AM         	25.067 °C           	                    	
7/7/2017            	12:26:45 AM         	25.083 °C           	                    	
7/7/2017            	12:26:55 AM         	25.098 °C           	                    	
7/7/2017            	12:27:08 AM         	25.115 °C           	                    	
7/7/2017            	12:27:15 AM         	25.123 °C           	                    	
7/7/2017            	12:27:25 AM         	25.134 °C           	                    	
7/7/2017            	12:27:35 AM         	25.142 °C           	                    	
7/7/2017            	12:27:48 AM         	25.161 °C           	                    	
7/7/2017            	12:27:55 AM         	25.172 °C           	                    	
7/7/2017            	12:28:05 AM         	25.183 °C           	                    	
7/7/2017            	12:28:15 AM         	25.199 °C           	                    	
7/7/2017            	12:28:28 AM         	25.219 °C           	                    	
7/7/2017            	12:28:35 AM         	25.230 °C           	                    	
7/7/2017            	12:28:45 AM         	25.242 °C           	                    	
7/7/2017            	12:28:55 AM         	25.246 °C           	                    	
7/7/2017            	12:29:08 AM         	25.256 °C           	                    	
7/7/2017            	12:29:15 AM         	25.256 °C           	                    	
7/7/2017            	12:29:25 AM         	25.264 °C           	                    	
7/7/2017            	12:29:35 AM         	25.268 °C           	                    	
7/7/2017            	12:29:48 AM         	25.277 °C           	                    	
7/7/2017            	12:29:55 AM         	25.286 °C           	                    	
7/7/2017            	12:30:05 AM         	25.300 °C           	                    	
7/7/2017            	12:30:15 AM         	25.312 °C           	                    	
7/7/2017            	12:30:28 AM         	25.329 °C           	                    	
7/7/2017            	12:30:35 AM         	25.330 °C           	                    	
7/7/2017            	12:30:45 AM         	25.328 °C           	                    	
7/7/2017            	12:30:55 AM         	25.326 °C           	                    	
7/7/2017            	12:31:08 AM         	25.322 °C           	                    	
7/7/2017            	12:31:15 AM         	25.322 °C           	                    	
7/7/2017            	12:31:25 AM         	25.320 °C           	                    	
7/7/2017            	12:31:35 AM         	25.320 °C           	                    	
7/7/2017            	12:31:48 AM         	25.327 °C           	                    	
7/7/2017            	12:31:55 AM         	25.330 °C           	                    	
7/7/2017            	12:32:05 AM         	25.327 °C           	                    	
7/7/2017            	12:32:16 AM         	25.328 °C           	                    	
7/7/2017            	12:32:25 AM         	25.330 °C           	                    	
7/7/2017            	12:32:35 AM         	25.339 °C           	                    	
7/7/2017            	12:32:45 AM         	25.350 °C           	                    	
7/7/2017            	12:32:56 AM         	25.369 °C           	                    	
7/7/2017            	12:33:05 AM         	25.420 °C           	                    	
7/7/2017            	12:33:15 AM         	25.498 °C           	                    	
7/7/2017            	12:33:25 AM         	25.590 °C           	                    	
7/7/2017            	12:33:36 AM         	25.695 °C           	                    	
7/7/2017            	12:33:45 AM         	25.802 °C           	                    	
7/7/2017            	12:33:55 AM         	25.910 °C           	                    	
7/7/2017            	12:34:05 AM         	25.998 °C           	                    	
7/7/2017            	12:34:16 AM         	26.094 °C           	                    	
7/7/2017            	12:34:25 AM         	26.175 °C           	                    	
7/7/2017            	12:34:35 AM         	26.238 °C           	                    	
7/7/2017            	12:34:45 AM         	26.305 °C           	                    	
7/7/2017            	12:34:56 AM         	26.367 °C           	                    	
7/7/2017            	12:35:05 AM         	26.413 °C           	                    	
7/7/2017            	12:35:15 AM         	26.445 °C           	                    	
7/7/2017            	12:35:25 AM         	26.467 °C           	                    	
7/7/2017            	12:35:36 AM         	26.478 °C           	                    	
7/7/2017            	12:35:45 AM         	26.487 °C           	                    	
7/7/2017            	12:35:55 AM         	26.490 °C           	                    	
7/7/2017            	12:36:05 AM         	26.493 °C           	                    	
7/7/2017            	12:36:16 AM         	26.496 °C           	                    	
7/7/2017            	12:36:25 AM         	26.500 °C           	                    	
7/7/2017            	12:36:35 AM         	26.497 °C           	                    	
7/7/2017            	12:36:45 AM         	26.494 °C           	                    	
7/7/2017            	12:36:56 AM         	26.482 °C           	                    	
7/7/2017            	12:37:05 AM         	26.476 °C           	                    	
7/7/2017            	12:37:15 AM         	26.467 °C           	                    	
7/7/2017            	12:37:25 AM         	26.461 °C           	                    	
7/7/2017            	12:37:36 AM         	26.450 °C           	                    	
7/7/2017            	12:37:45 AM         	26.443 °C           	                    	
7/7/2017            	12:37:55 AM         	26.436 °C           	                    	
7/7/2017            	12:38:05 AM         	26.426 °C           	                    	
7/7/2017            	12:38:16 AM         	26.416 °C           	                    	
7/7/2017            	12:38:25 AM         	26.410 °C           	                    	
7/7/2017            	12:38:35 AM         	26.404 °C           	                    	
7/7/2017            	12:38:45 AM         	26.398 °C           	                    	
7/7/2017            	12:38:56 AM         	26.390 °C           	                    	
7/7/2017            	12:39:05 AM         	26.386 °C           	                    	
7/7/2017            	12:39:15 AM         	26.383 °C           	                    	
7/7/2017            	12:39:25 AM         	26.378 °C           	                    	
7/7/2017            	12:39:36 AM         	26.372 °C           	                    	
7/7/2017            	12:39:45 AM         	26.369 °C           	                    	
7/7/2017            	12:39:55 AM         	26.366 °C           	                    	
7/7/2017            	12:40:05 AM         	26.367 °C           	                    	
7/7/2017            	12:40:17 AM         	26.363 °C           	                    	
7/7/2017            	12:40:25 AM         	26.365 °C           	                    	
7/7/2017            	12:40:35 AM         	26.356 °C           	                    	
7/7/2017            	12:40:45 AM         	26.322 °C           	                    	
7/7/2017            	12:40:57 AM         	26.244 °C           	                    	
7/7/2017            	12:41:05 AM         	26.167 °C           	                    	
7/7/2017            	12:41:15 AM         	26.028 °C           	                    	
7/7/2017            	12:41:25 AM         	25.878 °C           	                    	
7/7/2017            	12:41:37 AM         	25.686 °C           	                    	
7/7/2017            	12:41:45 AM         	25.573 °C           	                    	
7/7/2017            	12:41:55 AM         	25.457 °C           	                    	
7/7/2017            	12:42:05 AM         	25.366 °C           	                    	
7/7/2017            	12:42:17 AM         	25.249 °C           	                    	
7/7/2017            	12:42:25 AM         	25.186 °C           	                    	
7/7/2017            	12:42:35 AM         	25.128 °C           	                    	
7/7/2017            	12:42:45 AM         	25.072 °C           	                    	
7/7/2017            	12:42:57 AM         	25.013 °C           	                    	
7/7/2017            	12:43:05 AM         	24.984 °C           	                    	
7/7/2017            	12:43:15 AM         	24.958 °C           	                    	
7/7/2017            	12:43:25 AM         	24.933 °C           	                    	
7/7/2017            	12:43:38 AM         	24.898 °C           	                    	
7/7/2017            	12:43:45 AM         	24.880 °C           	                    	
7/7/2017            	12:43:55 AM         	24.866 °C           	                    	
7/7/2017            	12:44:05 AM         	24.856 °C           	                    	
7/7/2017            	12:44:25 AM         	24.850 °C           	                    	
7/7/2017            	12:44:35 AM         	24.852 °C           	                    	
7/7/2017            	12:44:45 AM         	24.856 °C           	                    	
7/7/2017            	12:44:58 AM         	24.862 °C           	                    	
7/7/2017            	12:45:05 AM         	24.868 °C           	                    	
7/7/2017            	12:45:15 AM         	24.884 °C           	                    	
7/7/2017            	12:45:25 AM         	24.897 °C           	                    	
7/7/2017            	12:45:38 AM         	24.905 °C           	                    	
7/7/2017            	12:45:45 AM         	24.915 °C           	                    	
7/7/2017            	12:45:55 AM         	24.932 °C           	                    	
7/7/2017            	12:46:05 AM         	24.951 °C           	                    	
7/7/2017            	12:46:18 AM         	24.978 °C           	                    	
7/7/2017            	12:46:25 AM         	24.997 °C           	                    	
7/7/2017            	12:46:35 AM         	25.022 °C           	                    	
7/7/2017            	12:46:45 AM         	25.042 °C           	                    	
7/7/2017            	12:46:58 AM         	25.065 °C           	                    	
7/7/2017            	12:47:05 AM         	25.072 °C           	                    	
7/7/2017            	12:47:15 AM         	25.089 °C           	                    	
7/7/2017            	12:47:25 AM         	25.099 °C           	                    	
7/7/2017            	12:47:39 AM         	25.124 °C           	                    	
7/7/2017            	12:47:46 AM         	25.137 °C           	                    	
7/7/2017            	12:47:55 AM         	25.154 °C           	                    	
7/7/2017            	12:48:06 AM         	25.172 °C           	                    	
7/7/2017            	12:48:15 AM         	25.190 °C           	                    	
7/7/2017            	12:48:25 AM         	25.206 °C           	                    	
7/7/2017            	12:48:35 AM         	25.217 °C           	                    	
7/7/2017            	12:48:46 AM         	25.230 °C           	                    	
7/7/2017            	12:48:55 AM         	25.245 °C           	                    	
7/7/2017            	12:49:05 AM         	25.266 °C           	                    	
7/7/2017            	12:49:15 AM         	25.287 °C           	                    	
7/7/2017            	12:49:26 AM         	25.310 °C           	                    	
7/7/2017            	12:49:35 AM         	25.325 °C           	                    	
7/7/2017            	12:49:45 AM         	25.337 °C           	                    	
7/7/2017            	12:49:55 AM         	25.341 °C           	                    	
7/7/2017            	12:50:06 AM         	25.346 °C           	                    	
7/7/2017            	12:50:15 AM         	25.354 °C           	                    	
7/7/2017            	12:50:25 AM         	25.359 °C           	                    	
7/7/2017            	12:50:35 AM         	25.364 °C           	                    	
7/7/2017            	12:50:46 AM         	25.372 °C           	                    	
7/7/2017            	12:50:55 AM         	25.375 °C           	                    	
7/7/2017            	12:51:05 AM         	25.378 °C           	                    	
7/7/2017            	12:51:15 AM         	25.391 °C           	                    	
7/7/2017            	12:51:26 AM         	25.404 °C           	                    	
7/7/2017            	12:51:35 AM         	25.419 °C           	                    	
7/7/2017            	12:51:45 AM         	25.434 °C           	                    	
7/7/2017            	12:51:55 AM         	25.452 °C           	                    	
7/7/2017            	12:52:06 AM         	25.470 °C           	                    	
7/7/2017            	12:52:15 AM         	25.479 °C           	                    	
7/7/2017            	12:52:25 AM         	25.484 °C           	                    	
7/7/2017            	12:52:35 AM         	25.486 °C           	                    	
7/7/2017            	12:52:46 AM         	25.489 °C           	                    	
7/7/2017            	12:52:56 AM         	25.497 °C           	                    	
7/7/2017            	12:53:05 AM         	25.511 °C           	                    	
7/7/2017            	12:53:15 AM         	25.526 °C           	                    	
7/7/2017            	12:53:26 AM         	25.543 °C           	                    	
7/7/2017            	12:53:35 AM         	25.548 °C           	                    	
7/7/2017            	12:53:45 AM         	25.550 °C           	                    	
7/7/2017            	12:53:55 AM         	25.548 °C           	                    	
7/7/2017            	12:54:06 AM         	25.545 °C           	                    	
7/7/2017            	12:54:15 AM         	25.545 °C           	                    	
7/7/2017            	12:54:25 AM         	25.543 °C           	                    	
7/7/2017            	12:54:35 AM         	25.554 °C           	                    	
7/7/2017            	12:54:47 AM         	25.601 °C           	                    	
7/7/2017            	12:54:55 AM         	25.667 °C           	                    	
7/7/2017            	12:55:05 AM         	25.750 °C           	                    	
7/7/2017            	12:55:15 AM         	25.847 °C           	                    	
7/7/2017            	12:55:27 AM         	25.953 °C           	                    	
7/7/2017            	12:55:35 AM         	26.037 °C           	                    	
7/7/2017            	12:55:45 AM         	26.126 °C           	                    	
7/7/2017            	12:55:55 AM         	26.215 °C           	                    	
7/7/2017            	12:56:07 AM         	26.294 °C           	                    	
7/7/2017            	12:56:15 AM         	26.352 °C           	                    	
7/7/2017            	12:56:25 AM         	26.399 °C           	                    	
7/7/2017            	12:56:35 AM         	26.443 °C           	                    	
7/7/2017            	12:56:47 AM         	26.476 °C           	                    	
7/7/2017            	12:56:55 AM         	26.497 °C           	                    	
7/7/2017            	12:57:05 AM         	26.511 °C           	                    	
7/7/2017            	12:57:15 AM         	26.524 °C           	                    	
7/7/2017            	12:57:27 AM         	26.535 °C           	                    	
7/7/2017            	12:57:35 AM         	26.539 °C           	                    	
7/7/2017            	12:57:45 AM         	26.542 °C           	                    	
7/7/2017            	12:57:55 AM         	26.539 °C           	                    	
7/7/2017            	12:58:07 AM         	26.533 °C           	                    	
7/7/2017            	12:58:15 AM         	26.528 °C           	                    	
7/7/2017            	12:58:25 AM         	26.522 °C           	                    	
7/7/2017            	12:58:35 AM         	26.513 °C           	                    	
7/7/2017            	12:58:48 AM         	26.503 °C           	                    	
7/7/2017            	12:58:55 AM         	26.497 °C           	                    	
7/7/2017            	12:59:06 AM         	26.487 °C           	                    	
7/7/2017            	12:59:15 AM         	26.480 °C           	                    	
7/7/2017            	12:59:28 AM         	26.470 °C           	                    	
7/7/2017            	12:59:35 AM         	26.464 °C           	                    	
7/7/2017            	12:59:45 AM         	26.458 °C           	                    	
7/7/2017            	12:59:55 AM         	26.454 °C           	                    	
7/7/2017            	1:00:08 AM          	26.444 °C           	                    	
7/7/2017            	1:00:15 AM          	26.440 °C           	                    	
7/7/2017            	1:00:25 AM          	26.435 °C           	                    	
7/7/2017            	1:00:35 AM          	26.430 °C           	                    	
7/7/2017            	1:00:48 AM          	26.426 °C           	                    	
7/7/2017            	1:00:55 AM          	26.423 °C           	                    	
7/7/2017            	1:01:05 AM          	26.418 °C           	                    	
7/7/2017            	1:01:15 AM          	26.415 °C           	                    	
7/7/2017            	1:01:28 AM          	26.413 °C           	                    	
7/7/2017            	1:01:35 AM          	26.412 °C           	                    	
7/7/2017            	1:01:45 AM          	26.407 °C           	                    	
7/7/2017            	1:01:55 AM          	26.387 °C           	                    	
7/7/2017            	1:02:08 AM          	26.312 °C           	                    	
7/7/2017            	1:02:15 AM          	26.250 °C           	                    	
7/7/2017            	1:02:25 AM          	26.137 °C           	                    	
7/7/2017            	1:02:35 AM          	26.024 °C           	                    	
7/7/2017            	1:02:49 AM          	25.887 °C           	                    	
7/7/2017            	1:02:55 AM          	25.831 °C           	                    	
7/7/2017            	1:03:05 AM          	25.766 °C           	                    	
7/7/2017            	1:03:15 AM          	25.716 °C           	                    	
7/7/2017            	1:03:29 AM          	25.681 °C           	                    	
7/7/2017            	1:03:35 AM          	25.663 °C           	                    	
7/7/2017            	1:03:45 AM          	25.648 °C           	                    	
7/7/2017            	1:03:55 AM          	25.631 °C           	                    	
7/7/2017            	1:04:09 AM          	25.619 °C           	                    	
7/7/2017            	1:04:15 AM          	25.616 °C           	                    	
7/7/2017            	1:04:25 AM          	25.608 °C           	                    	
7/7/2017            	1:04:35 AM          	25.604 °C           	                    	
7/7/2017            	1:04:45 AM          	25.602 °C           	                    	
7/7/2017            	1:04:55 AM          	25.602 °C           	                    	
7/7/2017            	1:05:05 AM          	25.602 °C           	                    	
7/7/2017            	1:05:15 AM          	25.606 °C           	                    	
7/7/2017            	1:05:25 AM          	25.610 °C           	                    	
7/7/2017            	1:05:35 AM          	25.611 °C           	                    	
7/7/2017            	1:05:45 AM          	25.619 °C           	                    	
7/7/2017            	1:05:56 AM          	25.626 °C           	                    	
7/7/2017            	1:06:05 AM          	25.638 °C           	                    	
7/7/2017            	1:06:15 AM          	25.643 °C           	                    	
7/7/2017            	1:06:25 AM          	25.651 °C           	                    	
7/7/2017            	1:06:36 AM          	25.662 °C           	                    	
7/7/2017            	1:06:45 AM          	25.667 °C           	                    	
7/7/2017            	1:06:55 AM          	25.676 °C           	                    	
7/7/2017            	1:07:05 AM          	25.685 °C           	                    	
7/7/2017            	1:07:16 AM          	25.692 °C           	                    	
7/7/2017            	1:07:25 AM          	25.697 °C           	                    	
7/7/2017            	1:07:35 AM          	25.711 °C           	                    	
7/7/2017            	1:07:45 AM          	25.716 °C           	                    	
7/7/2017            	1:07:56 AM          	25.726 °C           	                    	
7/7/2017            	1:08:05 AM          	25.734 °C           	                    	
7/7/2017            	1:08:15 AM          	25.745 °C           	                    	
7/7/2017            	1:08:25 AM          	25.751 °C           	                    	
7/7/2017            	1:08:36 AM          	25.761 °C           	                    	
7/7/2017            	1:08:45 AM          	25.767 °C           	                    	
7/7/2017            	1:08:55 AM          	25.776 °C           	                    	
7/7/2017            	1:09:05 AM          	25.787 °C           	                    	
7/7/2017            	1:09:16 AM          	25.794 °C           	                    	
7/7/2017            	1:09:25 AM          	25.805 °C           	                    	
7/7/2017            	1:09:35 AM          	25.811 °C           	                    	
7/7/2017            	1:09:45 AM          	25.818 °C           	                    	
7/7/2017            	1:09:57 AM          	25.826 °C           	                    	
7/7/2017            	1:10:05 AM          	25.832 °C           	                    	
7/7/2017            	1:10:15 AM          	25.841 °C           	                    	
7/7/2017            	1:10:25 AM          	25.849 °C           	                    	
7/7/2017            	1:10:37 AM          	25.857 °C           	                    	
7/7/2017            	1:10:45 AM          	25.863 °C           	                    	
7/7/2017            	1:10:55 AM          	25.873 °C           	                    	
7/7/2017            	1:11:05 AM          	25.878 °C           	                    	
7/7/2017            	1:11:17 AM          	25.886 °C           	                    	
7/7/2017            	1:11:25 AM          	25.893 °C           	                    	
7/7/2017            	1:11:35 AM          	25.898 °C           	                    	
7/7/2017            	1:11:45 AM          	25.907 °C           	                    	
7/7/2017            	1:11:57 AM          	25.916 °C           	                    	
7/7/2017            	1:12:05 AM          	25.922 °C           	                    	
7/7/2017            	1:12:15 AM          	25.929 °C           	                    	
7/7/2017            	1:12:25 AM          	25.934 °C           	                    	
7/7/2017            	1:12:37 AM          	25.946 °C           	                    	
7/7/2017            	1:12:45 AM          	25.950 °C           	                    	
7/7/2017            	1:12:55 AM          	25.958 °C           	                    	
7/7/2017            	1:13:05 AM          	25.964 °C           	                    	
7/7/2017            	1:13:17 AM          	25.971 °C           	                    	
7/7/2017            	1:13:25 AM          	25.977 °C           	                    	
7/7/2017            	1:13:35 AM          	25.984 °C           	                    	
7/7/2017            	1:13:45 AM          	25.990 °C           	                    	
7/7/2017            	1:13:57 AM          	25.995 °C           	                    	
7/7/2017            	1:14:05 AM          	26.002 °C           	                    	
7/7/2017            	1:14:15 AM          	26.010 °C           	                    	
7/7/2017            	1:14:25 AM          	26.016 °C           	                    	
7/7/2017            	1:14:37 AM          	26.026 °C           	                    	
7/7/2017            	1:14:45 AM          	26.030 °C           	                    	
7/7/2017            	1:14:55 AM          	26.037 °C           	                    	
7/7/2017            	1:15:05 AM          	26.042 °C           	                    	
7/7/2017            	1:15:17 AM          	26.049 °C           	                    	
7/7/2017            	1:15:25 AM          	26.053 °C           	                    	
7/7/2017            	1:15:35 AM          	26.060 °C           	                    	
7/7/2017            	1:15:45 AM          	26.065 °C           	                    	
7/7/2017            	1:15:58 AM          	26.074 °C           	                    	
7/7/2017            	1:16:05 AM          	26.078 °C           	                    	
7/7/2017            	1:16:15 AM          	26.084 °C           	                    	
7/7/2017            	1:16:25 AM          	26.090 °C           	                    	
7/7/2017            	1:16:38 AM          	26.100 °C           	                    	
7/7/2017            	1:16:45 AM          	26.103 °C           	                    	
7/7/2017            	1:16:55 AM          	26.111 °C           	                    	
7/7/2017            	1:17:05 AM          	26.115 °C           	                    	
7/7/2017            	1:17:18 AM          	26.123 °C           	                    	
7/7/2017            	1:17:25 AM          	26.126 °C           	                    	
7/7/2017            	1:17:35 AM          	26.132 °C           	                    	
7/7/2017            	1:17:45 AM          	26.137 °C           	                    	
7/7/2017            	1:17:58 AM          	26.144 °C           	                    	
7/7/2017            	1:18:05 AM          	26.149 °C           	                    	
7/7/2017            	1:18:15 AM          	26.156 °C           	                    	
7/7/2017            	1:18:25 AM          	26.160 °C           	                    	
7/7/2017            	1:18:45 AM          	26.173 °C           	                    	
7/7/2017            	1:18:55 AM          	26.178 °C           	                    	
7/7/2017            	1:19:05 AM          	26.185 °C           	                    	
7/7/2017            	1:19:19 AM          	26.190 °C           	                    	
7/7/2017            	1:19:25 AM          	26.197 °C           	                    	
7/7/2017            	1:19:35 AM          	26.200 °C           	                    	
7/7/2017            	1:19:45 AM          	26.207 °C           	                    	
7/7/2017            	1:19:59 AM          	26.214 °C           	                    	
7/7/2017            	1:20:05 AM          	26.218 °C           	                    	
7/7/2017            	1:20:15 AM          	26.221 °C           	                    	
7/7/2017            	1:20:25 AM          	26.227 °C           	                    	
7/7/2017            	1:20:39 AM          	26.236 °C           	                    	
7/7/2017            	1:20:45 AM          	26.241 °C           	                    	
7/7/2017            	1:20:55 AM          	26.243 °C           	                    	
7/7/2017            	1:21:06 AM          	26.251 °C           	                    	
7/7/2017            	1:21:15 AM          	26.256 °C           	                    	
7/7/2017            	1:21:25 AM          	26.262 °C           	                    	
7/7/2017            	1:21:35 AM          	26.268 °C           	                    	
7/7/2017            	1:21:46 AM          	26.274 °C           	                    	
7/7/2017            	1:21:55 AM          	26.281 °C           	                    	
7/7/2017            	1:22:05 AM          	26.288 °C           	                    	
7/7/2017            	1:22:15 AM          	26.293 °C           	                    	
7/7/2017            	1:22:26 AM          	26.297 °C           	                    	
7/7/2017            	1:22:35 AM          	26.300 °C           	                    	
7/7/2017            	1:22:45 AM          	26.307 °C           	                    	
7/7/2017            	1:22:55 AM          	26.312 °C           	                    	
7/7/2017            	1:23:06 AM          	26.317 °C           	                    	
7/7/2017            	1:23:15 AM          	26.326 °C           	                    	
7/7/2017            	1:23:25 AM          	26.330 °C           	                    	
7/7/2017            	1:23:35 AM          	26.335 °C           	                    	
7/7/2017            	1:23:46 AM          	26.339 °C           	                    	
7/7/2017            	1:23:55 AM          	26.343 °C           	                    	
7/7/2017            	1:24:05 AM          	26.349 °C           	                    	
7/7/2017            	1:24:15 AM          	26.355 °C           	                    	
7/7/2017            	1:24:26 AM          	26.361 °C           	                    	
7/7/2017            	1:24:35 AM          	26.362 °C           	                    	
7/7/2017            	1:24:45 AM          	26.369 °C           	                    	
7/7/2017            	1:24:55 AM          	26.375 °C           	                    	
7/7/2017            	1:25:07 AM          	26.380 °C           	                    	
7/7/2017            	1:25:15 AM          	26.384 °C           	                    	
7/7/2017            	1:25:25 AM          	26.389 °C           	                    	
7/7/2017            	1:25:35 AM          	26.393 °C           	                    	
7/7/2017            	1:25:47 AM          	26.398 °C           	                    	
7/7/2017            	1:25:55 AM          	26.404 °C           	                    	
7/7/2017            	1:26:05 AM          	26.409 °C           	                    	
7/7/2017            	1:26:15 AM          	26.416 °C           	                    	
7/7/2017            	1:26:27 AM          	26.425 °C           	                    	
7/7/2017            	1:26:35 AM          	26.429 °C           	                    	
7/7/2017            	1:26:45 AM          	26.431 °C           	                    	
7/7/2017            	1:26:55 AM          	26.438 °C           	                    	
7/7/2017            	1:27:07 AM          	26.442 °C           	                    	
7/7/2017            	1:27:15 AM          	26.447 °C           	                    	
